,indice_fecha,indice_estado_cielo,temp._(°c),sen._térmica_(°c),racha_máx._(km/h),precipitación_(mm),nieve_(mm),humedad_relativa_(%),prob._de_nieve_(%),prob._de_tormenta_(%),dirección_viento,velocidad_del_viento,indice_municipio
4304,31,4,26,26,33.0,0.0,0,68,0,65,NE,8,95
4305,32,5,23,23,29.0,0.0,0,63,0,65,SE,22,95
4306,33,5,21,21,15.0,0.0,0,74,0,30,SE,18,95
4307,34,1,20,20,11.0,0.0,0,82,0,30,SE,6,95
4308,35,6,19,19,17.0,0.0,0,83,0,30,E,8,95
4309,36,6,20,20,20.0,0.0,0,79,0,30,E,12,95
4310,37,8,19,19,17.0,0.0,0,74,0,30,E,13,95
4311,38,2,19,19,20.0,0.0,0,74,0,30,E,12,95
4312,39,8,18,18,34.0,0.0,0,80,0,10,SE,14,95
4313,40,5,17,17,22.0,0.0,0,77,0,10,SE,23,95
4314,41,2,17,17,15.0,0.0,0,75,0,10,E,9,95
4315,42,1,16,16,11.0,0.0,0,82,0,10,NE,11,95
4316,43,6,16,16,12.0,0.0,0,84,0,10,NE,6,95
4317,44,6,16,16,12.0,0.0,0,90,0,10,NE,8,95
4318,1,7,24,24,21.0,0.1,0,67,0,75,SE,11,96
4319,2,7,26,26,23.0,0.1,0,61,0,75,SE,9,96
4320,3,8,26,26,32.0,0.0,0,53,0,80,SE,10,96
4321,4,3,25,25,34.0,0.1,0,53,0,80,S,17,96
4322,5,4,24,24,35.0,0.0,0,56,0,80,S,21,96
4323,6,8,25,25,27.0,0.0,0,50,0,80,S,21,96
4324,7,4,25,25,26.0,0.0,0,47,0,80,S,16,96
4325,8,8,23,23,38.0,0.0,0,49,0,80,S,15,96
4326,9,7,21,21,23.0,0.1,0,67,0,70,NO,25,96
4327,10,7,19,19,27.0,0.1,0,76,0,70,N,13,96
4328,11,7,18,18,30.0,0.1,0,90,0,70,NE,16,96
4329,12,9,19,19,22.0,0.1,0,84,0,70,NE,16,96
4330,13,7,18,18,26.0,0.1,0,85,0,70,N,12,96
4331,14,7,18,18,17.0,0.1,0,84,0,70,NE,13,96
4332,15,2,17,17,16.0,0.0,0,88,0,10,E,11,96
4333,16,2,17,17,14.0,0.0,0,95,0,10,E,11,96
4334,17,5,17,17,13.0,0.0,0,100,0,10,E,8,96
4335,18,8,17,17,11.0,0.0,0,100,0,10,E,8,96
4336,19,2,16,16,12.0,0.0,0,100,0,10,E,7,96
4337,20,4,16,16,13.0,0.0,0,100,0,10,E,7,96
4338,21,4,16,16,15.0,0.0,0,100,0,20,NE,9,96
4339,22,6,19,19,38.0,0.0,0,100,0,20,E,10,96
4340,23,8,21,21,40.0,0.0,0,85,0,20,E,24,96
4341,24,8,23,23,34.0,0.0,0,71,0,20,SE,12,96
4342,25,8,24,24,35.0,0.0,0,66,0,20,E,20,96
4343,26,1,26,26,18.0,0.0,0,62,0,20,NE,15,96
4344,27,8,27,28,22.0,0.0,0,56,0,70,E,8,96
4345,28,8,28,29,22.0,0.0,0,51,0,70,N,11,96
4346,29,7,29,30,20.0,0.3,0,52,0,70,N,12,96
4347,30,2,29,30,28.0,0.0,0,51,0,70,E,10,96
4348,31,2,26,26,33.0,0.0,0,51,0,70,SE,15,96
4349,32,5,24,24,33.0,0.0,0,57,0,70,SE,20,96
4350,33,5,21,21,11.0,0.0,0,72,0,25,SE,21,96
4351,34,1,20,20,10.0,0.0,0,76,0,25,SE,5,96
4352,35,6,20,20,17.0,0.0,0,80,0,25,E,6,96
4353,36,6,20,20,19.0,0.0,0,74,0,25,E,11,96
4354,37,2,19,19,15.0,0.0,0,72,0,25,E,11,96
4355,38,4,19,19,21.0,0.0,0,70,0,25,E,9,96
4356,39,8,18,18,33.0,0.0,0,80,0,10,SE,14,96
4357,40,5,18,18,19.0,0.0,0,79,0,10,SE,18,96
4358,41,4,17,17,15.0,0.0,0,75,0,10,E,6,96
4359,42,4,16,16,11.0,0.0,0,78,0,10,NE,11,96
4360,43,6,16,16,13.0,0.0,0,81,0,10,NE,7,96
4361,44,6,16,16,11.0,0.0,0,84,0,10,NE,9,96
4362,1,7,24,24,22.0,0.1,0,62,0,75,E,10,97
4363,2,7,25,25,24.0,0.1,0,54,0,75,SE,9,97
4364,3,8,27,27,27.0,0.0,0,47,0,75,SE,9,97
4365,4,3,26,26,32.0,0.1,0,45,0,75,S,13,97
4366,5,1,25,25,34.0,0.0,0,47,0,75,S,19,97
4367,6,8,26,26,30.0,0.0,0,45,0,75,S,17,97
4368,7,2,25,25,26.0,0.0,0,48,0,75,S,16,97
4369,8,8,23,23,48.0,0.0,0,49,0,75,S,13,97
4370,9,7,21,21,21.0,0.1,0,65,0,65,NO,23,97
4371,10,7,20,20,28.0,0.1,0,64,0,65,N,11,97
4372,11,7,19,19,30.0,0.1,0,80,0,65,NE,16,97
4373,12,9,20,20,30.0,0.1,0,75,0,65,NE,16,97
4374,13,17,19,19,30.0,0.1,0,80,0,65,NE,16,97
4375,14,7,19,19,23.0,0.1,0,80,0,65,NE,16,97
4376,15,6,18,18,23.0,0.0,0,85,0,0,E,13,97
4377,16,8,18,18,19.0,0.0,0,100,0,0,E,14,97
4378,17,6,17,17,22.0,0.0,0,100,0,0,E,11,97
4379,18,2,17,17,19.0,0.0,0,100,0,0,E,13,97
4380,19,8,17,17,20.0,0.0,0,100,0,0,E,11,97
4381,20,6,17,17,20.0,0.0,0,100,0,0,SE,12,97
4382,21,6,17,17,22.0,0.0,0,100,0,10,E,10,97
4383,22,8,19,19,42.0,0.0,0,94,0,10,E,13,97
4384,23,8,22,22,42.0,0.0,0,79,0,10,SE,25,97
4385,24,13,24,24,37.0,0.0,0,65,0,10,SE,14,97
4386,25,8,25,25,36.0,0.0,0,59,0,10,E,19,97
4387,26,1,26,26,25.0,0.0,0,57,0,10,E,16,97
4388,27,9,28,29,30.0,0.1,0,51,0,60,E,11,97
4389,28,9,29,29,24.0,0.1,0,48,0,60,E,13,97
4390,29,7,30,30,21.0,0.1,0,40,0,60,E,10,97
4391,30,7,30,30,32.0,0.1,0,39,0,60,E,9,97
4392,31,14,27,27,34.0,0.1,0,46,0,60,E,13,97
4393,32,17,25,25,36.0,0.1,0,55,0,60,SE,20,97
4394,33,5,22,22,15.0,0.0,0,68,0,15,SE,17,97
4395,34,6,22,22,18.0,0.0,0,67,0,15,E,9,97
4396,35,4,20,20,22.0,0.0,0,74,0,15,E,11,97
4397,36,6,21,21,18.0,0.0,0,72,0,15,E,13,97
4398,37,8,20,20,30.0,0.0,0,65,0,15,E,11,97
4399,38,6,20,20,34.0,0.0,0,76,0,15,SE,18,97
4400,39,4,19,19,33.0,0.0,0,70,0,5,SE,20,97
4401,40,6,18,18,14.0,0.0,0,75,0,5,SE,19,97
4402,41,6,18,18,19.0,0.0,0,76,0,5,NE,7,97
4403,42,8,17,17,16.0,0.0,0,77,0,5,E,11,97
4404,43,13,17,17,17.0,0.0,0,75,0,5,NE,7,97
4405,44,6,17,17,11.0,0.0,0,77,0,5,NE,9,97
4406,1,3,24,24,16.0,0.1,0,62,0,70,E,9,98
4407,2,3,26,26,18.0,0.1,0,55,0,70,E,8,98
4408,3,1,27,27,21.0,0.0,0,50,0,75,E,8,98
4409,4,1,28,28,21.0,0.0,0,44,0,75,S,9,98
4410,5,8,27,27,42.0,0.0,0,44,0,75,SO,11,98
4411,6,8,26,26,11.0,0.0,0,46,0,75,S,26,98
4412,7,15,27,27,63.0,0.2,0,48,0,75,SO,2,98
4413,8,15,25,25,16.0,0.3,0,50,0,75,NO,37,98
4414,9,6,22,22,17.0,0.0,0,55,0,70,NE,12,98
4415,10,9,22,22,25.0,0.3,0,64,0,70,NE,9,98
4416,11,12,21,21,18.0,5.0,0,85,0,70,E,18,98
4417,12,18,20,20,30.0,2.0,0,87,0,70,N,10,98
4418,13,6,20,20,24.0,0.0,0,88,0,70,NE,22,98
4419,14,5,20,20,19.0,0.0,0,91,0,70,NE,15,98
4420,15,6,19,19,36.0,0.0,0,92,0,20,N,13,98
4421,16,6,19,19,26.0,0.0,0,93,0,20,NE,25,98
4422,17,4,19,19,20.0,0.0,0,96,0,20,NE,17,98
4423,18,2,18,18,22.0,0.0,0,98,0,20,NE,14,98
4424,19,5,18,18,29.0,0.0,0,100,0,20,NE,15,98
4425,20,5,18,18,16.0,0.0,0,100,0,20,NE,18,98
4426,21,8,18,18,26.0,0.0,0,100,0,20,NE,11,98
4427,22,2,20,20,24.0,0.0,0,95,0,20,NE,18,98
4428,23,8,22,22,26.0,0.0,0,85,0,20,E,14,98
4429,24,8,24,24,29.0,0.0,0,77,0,20,SE,17,98
4430,25,2,26,26,32.0,0.0,0,58,0,20,NE,9,98
4431,26,1,27,28,35.0,0.0,0,54,0,20,N,17,98
4432,27,8,28,29,27.0,0.0,0,52,0,45,N,18,98
4433,28,8,29,30,20.0,0.0,0,52,0,45,NE,17,98
4434,29,5,29,30,20.0,0.0,0,50,0,45,NE,12,98
4435,30,8,30,31,17.0,0.0,0,51,0,45,NE,12,98
4436,31,6,27,29,19.0,0.0,0,66,0,45,NE,11,98
4437,32,6,24,24,17.0,0.0,0,83,0,45,NE,13,98
4438,33,6,24,24,12.0,0.0,0,81,0,20,NE,10,98
4439,34,1,23,23,16.0,0.0,0,85,0,20,NE,9,98
4440,35,6,23,23,19.0,0.0,0,86,0,20,NE,9,98
4441,36,2,22,22,17.0,0.0,0,87,0,20,NE,13,98
4442,37,6,21,21,12.0,0.0,0,85,0,20,NE,10,98
4443,38,2,21,21,9.0,0.0,0,84,0,20,E,9,98
4444,39,2,20,20,19.0,0.0,0,87,0,0,NE,6,98
4445,40,13,20,20,16.0,0.0,0,84,0,0,SE,13,98
4446,41,5,19,19,19.0,0.0,0,81,0,0,E,10,98
4447,42,2,18,18,20.0,0.0,0,91,0,0,N,13,98
4448,43,5,18,18,14.0,0.0,0,91,0,0,N,9,98
4449,44,1,18,18,13.0,0.0,0,93,0,0,NE,10,98
4450,1,14,25,25,17.0,0.1,0,54,0,65,E,8,99
4451,2,7,27,27,15.0,0.1,0,47,0,65,E,6,99
4452,3,2,26,26,15.0,0.0,0,49,0,70,SE,5,99
4453,4,8,27,27,18.0,0.0,0,46,0,70,SE,6,99
4454,5,22,27,27,13.0,2.0,0,42,0,70,S,7,99
4455,6,2,28,29,13.0,0.0,0,57,0,70,N,8,99
4456,7,16,25,25,24.0,2.0,0,65,0,70,N,8,99
4457,8,7,23,23,19.0,0.1,0,77,0,70,E,9,99
4458,9,2,21,21,26.0,0.0,0,87,0,70,NE,11,99
4459,10,7,20,20,29.0,0.1,0,81,0,70,N,17,99
4460,11,4,19,19,21.0,0.0,0,74,0,70,N,18,99
4461,12,5,19,19,15.0,0.0,0,97,0,70,NE,12,99
4462,13,6,18,18,16.0,0.0,0,99,0,70,NE,10,99
4463,14,6,18,18,23.0,0.0,0,97,0,70,NE,11,99
4464,15,2,18,18,22.0,0.0,0,96,0,5,NE,15,99
4465,16,8,18,18,28.0,0.0,0,97,0,5,NE,15,99
4466,17,2,18,18,27.0,0.0,0,95,0,5,NE,17,99
4467,18,5,18,18,22.0,0.0,0,98,0,5,NE,17,99
4468,19,2,18,18,22.0,0.0,0,100,0,5,NE,15,99
4469,20,8,18,18,24.0,0.0,0,100,0,5,NE,15,99
4470,21,2,17,17,27.0,0.0,0,100,0,10,NE,15,99
4471,22,8,19,19,21.0,0.0,0,96,0,10,NE,17,99
4472,23,8,21,21,43.0,0.0,0,88,0,10,E,12,99
4473,24,8,23,23,26.0,0.0,0,76,0,10,SE,27,99
4474,25,1,25,25,27.0,0.0,0,67,0,10,NE,16,99
4475,26,1,26,26,32.0,0.0,0,62,0,10,N,18,99
4476,27,8,28,29,41.0,0.0,0,56,0,40,NE,19,99
4477,28,2,28,28,34.0,0.0,0,45,0,40,NE,24,99
4478,29,4,29,29,33.0,0.0,0,40,0,40,NE,20,99
4479,30,2,30,30,28.0,0.0,0,43,0,40,E,18,99
4480,31,5,29,30,27.0,0.0,0,49,0,40,E,15,99
4481,32,5,27,28,25.0,0.0,0,57,0,40,NE,15,99
4482,33,8,26,26,19.0,0.0,0,61,0,15,E,15,99
4483,34,1,24,24,22.0,0.0,0,63,0,15,E,10,99
4484,35,1,23,23,19.0,0.0,0,71,0,15,NE,15,99
4485,36,6,21,21,21.0,0.0,0,78,0,15,NE,12,99
4486,37,2,21,21,24.0,0.0,0,84,0,15,NE,13,99
4487,38,8,20,20,23.0,0.0,0,76,0,15,E,15,99
4488,39,2,20,20,33.0,0.0,0,74,0,0,SE,15,99
4489,40,8,19,19,22.0,0.0,0,78,0,0,E,21,99
4490,41,6,19,19,26.0,0.0,0,76,0,0,E,13,99
4491,42,2,18,18,22.0,0.0,0,79,0,0,NE,15,99
4492,43,6,18,18,16.0,0.0,0,78,0,0,NE,15,99
4493,44,1,18,18,16.0,0.0,0,83,0,0,NE,9,99
4494,1,8,23,23,16.0,0.0,0,73,0,75,SE,6,100
4495,2,1,24,24,22.0,0.0,0,64,0,75,SE,6,100
4496,3,1,26,26,22.0,0.0,0,57,0,75,SE,8,100
4497,4,1,25,25,21.0,0.0,0,59,0,75,S,9,100
4498,5,1,24,24,12.0,0.0,0,64,0,75,SO,9,100
4499,6,16,22,22,53.0,3.0,0,66,0,75,SO,4,100
4500,7,3,22,22,19.0,0.4,0,74,0,75,S,11,100
4501,8,18,21,21,22.0,3.0,0,64,0,75,NE,9,100
4502,9,5,20,20,15.0,0.0,0,72,0,65,NO,2,100
4503,10,14,20,20,19.0,0.2,0,70,0,65,N,8,100
4504,11,1,19,19,13.0,0.0,0,72,0,65,NO,10,100
4505,12,1,18,18,12.0,0.0,0,72,0,65,NO,8,100
4506,13,14,18,18,12.0,0.1,0,78,0,65,N,6,100
4507,14,8,18,18,23.0,0.0,0,86,0,65,N,7,100
4508,15,2,17,17,20.0,0.0,0,92,0,20,NO,10,100
4509,16,4,16,16,22.0,0.0,0,99,0,20,N,10,100
4510,17,4,16,16,16.0,0.0,0,100,0,20,NO,10,100
4511,18,2,16,16,13.0,0.0,0,100,0,20,NO,7,100
4512,19,2,15,15,6.0,0.0,0,100,0,20,NO,5,100
4513,20,2,15,15,7.0,0.0,0,100,0,20,E,3,100
4514,21,5,15,15,11.0,0.0,0,100,0,45,O,2,100
4515,22,6,17,17,17.0,0.0,0,96,0,45,NO,4,100
4516,23,8,20,20,33.0,0.0,0,84,0,45,E,7,100
4517,24,8,23,23,37.0,0.0,0,73,0,45,SE,15,100
4518,25,8,24,24,25.0,0.0,0,68,0,45,S,19,100
4519,26,2,26,26,34.0,0.0,0,57,0,45,O,13,100
4520,27,7,27,27,26.0,0.1,0,45,0,60,NO,16,100
4521,28,7,28,28,14.0,0.1,0,43,0,60,NO,12,100
4522,29,7,28,28,21.0,0.1,0,35,0,60,SO,5,100
4523,30,7,29,29,15.0,0.1,0,40,0,60,S,6,100
4524,31,7,27,27,15.0,0.1,0,46,0,60,S,5,100
4525,32,7,25,25,6.0,0.1,0,55,0,60,SE,4,100
4526,33,1,23,23,6.0,0.0,0,62,0,35,E,2,100
4527,34,1,22,22,8.0,0.0,0,73,0,35,NO,3,100
4528,35,5,21,21,9.0,0.0,0,78,0,35,NO,4,100
4529,36,4,19,19,7.0,0.0,0,82,0,35,N,4,100
4530,37,8,19,19,3.0,0.0,0,85,0,35,N,4,100
4531,38,2,18,18,8.0,0.0,0,90,0,35,N,1,100
4532,39,6,18,18,2.0,0.0,0,84,0,5,NE,4,100
4533,40,5,19,19,9.0,0.0,0,84,0,5,C,0,100
4534,41,2,18,18,9.0,0.0,0,84,0,5,NE,5,100
4535,42,5,16,16,15.0,0.0,0,89,0,5,N,4,100
4536,43,5,17,17,24.0,0.0,0,93,0,5,NO,8,100
4537,44,1,15,15,16.0,0.0,0,95,0,5,NO,12,100
4538,1,7,22,22,14.0,0.1,0,76,0,70,SE,7,101
4539,2,15,24,24,21.0,0.1,0,69,0,70,E,6,101
4540,3,1,25,25,20.0,0.0,0,62,0,75,SE,10,101
4541,4,1,26,26,16.0,0.0,0,56,0,75,SE,9,101
4542,5,1,24,24,19.0,0.0,0,59,0,75,SO,8,101
4543,6,6,24,24,27.0,0.0,0,54,0,75,S,9,101
4544,7,3,23,23,76.0,0.6,0,51,0,75,S,9,101
4545,8,7,21,21,25.0,0.2,0,69,0,75,SO,33,101
4546,9,8,19,19,22.0,0.0,0,64,0,70,NO,12,101
4547,10,7,19,19,17.0,0.8,0,78,0,70,N,6,101
4548,11,6,18,18,14.0,0.0,0,84,0,70,N,10,101
4549,12,5,18,18,21.0,0.0,0,79,0,70,N,10,101
4550,13,8,18,18,23.0,0.0,0,87,0,70,NE,14,101
4551,14,9,17,17,19.0,0.1,0,89,0,70,N,16,101
4552,15,5,17,17,21.0,0.0,0,99,0,20,N,10,101
4553,16,6,17,17,16.0,0.0,0,98,0,20,N,14,101
4554,17,2,16,16,14.0,0.0,0,94,0,20,N,8,101
4555,18,8,16,16,15.0,0.0,0,94,0,20,N,9,101
4556,19,6,16,16,17.0,0.0,0,97,0,20,NE,9,101
4557,20,5,16,16,15.0,0.0,0,100,0,20,NE,11,101
4558,21,5,15,15,15.0,0.0,0,100,0,30,NE,10,101
4559,22,2,18,18,19.0,0.0,0,94,0,30,NE,8,101
4560,23,8,20,20,22.0,0.0,0,84,0,30,NE,12,101
4561,24,8,23,23,47.0,0.0,0,82,0,30,E,13,101
4562,25,8,24,24,29.0,0.0,0,66,0,30,SE,25,101
4563,26,13,25,25,27.0,0.0,0,55,0,30,N,17,101
4564,27,1,27,27,27.0,0.0,0,48,0,45,N,18,101
4565,28,6,27,27,19.0,0.0,0,49,0,45,NO,13,101
4566,29,1,28,28,15.0,0.0,0,48,0,45,SE,8,101
4567,30,1,28,28,11.0,0.0,0,47,0,45,E,8,101
4568,31,6,27,28,10.0,0.0,0,53,0,45,E,5,101
4569,32,6,25,25,12.0,0.0,0,64,0,45,NE,6,101
4570,33,1,23,23,8.0,0.0,0,74,0,45,N,8,101
4571,34,1,22,22,6.0,0.0,0,81,0,45,N,6,101
4572,35,6,21,21,10.0,0.0,0,84,0,45,NO,4,101
4573,36,8,20,20,8.0,0.0,0,87,0,45,N,6,101
4574,37,2,19,19,10.0,0.0,0,88,0,45,N,5,101
4575,38,8,19,19,9.0,0.0,0,89,0,45,NE,5,101
4576,39,8,18,18,6.0,0.0,0,93,0,5,N,7,101
4577,40,5,19,19,12.0,0.0,0,87,0,5,NE,4,101
4578,41,5,18,18,8.0,0.0,0,89,0,5,E,7,101
4579,42,5,17,17,15.0,0.0,0,95,0,5,N,6,101
4580,43,5,17,17,9.0,0.0,0,93,0,5,NO,8,101
4581,44,1,16,16,7.0,0.0,0,93,0,5,NO,6,101
4582,1,7,26,26,26.0,0.1,0,55,0,60,SE,8,102
4583,2,7,27,27,24.0,0.1,0,49,0,60,SE,9,102
4584,3,9,28,28,28.0,0.1,0,44,0,65,SE,8,102
4585,4,14,29,29,31.0,0.1,0,39,0,65,SE,10,102
4586,5,7,30,30,38.0,0.1,0,35,0,65,SE,11,102
4587,6,7,29,29,48.0,0.1,0,38,0,65,SE,14,102
4588,7,17,28,28,23.0,0.1,0,47,0,65,SE,13,102
4589,8,14,26,26,15.0,0.1,0,50,0,65,E,8,102
4590,9,1,25,25,12.0,0.0,0,54,0,35,N,1,102
4591,10,5,23,23,16.0,0.0,0,60,0,35,SO,5,102
4592,11,5,21,21,9.0,0.0,0,69,0,35,N,7,102
4593,12,5,20,20,3.0,0.0,0,76,0,35,N,3,102
4594,13,5,19,19,9.0,0.0,0,83,0,35,O,1,102
4595,14,6,19,19,8.0,0.0,0,81,0,35,NO,4,102
4596,15,1,19,19,6.0,0.0,0,81,0,5,N,3,102
4597,16,6,18,18,5.0,0.0,0,79,0,5,NE,3,102
4598,17,1,18,18,8.0,0.0,0,78,0,5,NO,2,102
4599,18,6,18,18,5.0,0.0,0,80,0,5,NO,3,102
4600,19,6,18,18,8.0,0.0,0,81,0,5,NO,2,102
4601,20,6,18,18,6.0,0.0,0,79,0,5,NO,3,102
4602,21,5,18,18,7.0,0.0,0,81,0,25,O,3,102
4603,22,2,20,20,21.0,0.0,0,75,0,25,O,3,102
4604,23,8,23,23,30.0,0.0,0,74,0,25,E,8,102
4605,24,8,25,25,30.0,0.0,0,68,0,25,E,12,102
4606,25,8,26,26,29.0,0.0,0,69,0,25,E,12,102
4607,26,2,28,29,12.0,0.0,0,56,0,25,NE,11,102
4608,27,7,29,29,25.0,0.1,0,46,0,50,SO,3,102
4609,28,9,30,30,22.0,0.1,0,42,0,50,E,6,102
4610,29,7,30,30,17.0,0.1,0,37,0,50,E,7,102
4611,30,7,31,31,24.0,0.1,0,36,0,50,E,6,102
4612,31,7,30,30,22.0,0.1,0,41,0,50,E,8,102
4613,32,7,29,29,13.0,0.1,0,46,0,50,E,8,102
4614,33,8,27,27,5.0,0.0,0,51,0,15,E,5,102
4615,34,1,24,24,11.0,0.0,0,68,0,15,SE,2,102
4616,35,1,20,20,6.0,0.0,0,77,0,15,N,4,102
4617,36,1,20,20,9.0,0.0,0,82,0,15,O,3,102
4618,37,6,21,21,12.0,0.0,0,81,0,15,O,4,102
4619,38,6,20,20,18.0,0.0,0,82,0,15,E,5,102
4620,39,5,20,20,20.0,0.0,0,80,0,0,E,8,102
4621,40,5,20,20,18.0,0.0,0,80,0,0,E,7,102
4622,41,6,19,19,8.0,0.0,0,83,0,0,E,8,102
4623,42,5,19,19,5.0,0.0,0,85,0,0,O,3,102
4624,43,6,19,19,6.0,0.0,0,89,0,0,NO,2,102
4625,44,2,18,18,6.0,0.0,0,88,0,0,N,3,102
4626,1,7,25,25,21.0,0.1,0,60,0,75,E,12,103
4627,2,7,26,26,23.0,0.1,0,53,0,75,E,10,103
4628,3,8,28,28,29.0,0.0,0,46,0,75,SE,10,103
4629,4,8,28,28,36.0,0.0,0,42,0,75,S,16,103
4630,5,1,28,28,36.0,0.0,0,43,0,75,S,23,103
4631,6,4,27,27,32.0,0.0,0,44,0,75,S,20,103
4632,7,8,25,25,29.0,0.0,0,47,0,75,S,19,103
4633,8,11,24,24,36.0,0.2,0,48,0,75,S,17,103
4634,9,7,22,22,30.0,0.1,0,67,0,65,NO,23,103
4635,10,5,21,21,34.0,0.0,0,73,0,65,N,18,103
4636,11,5,20,20,36.0,0.0,0,85,0,65,NO,24,103
4637,12,4,20,20,34.0,0.0,0,75,0,65,NE,21,103
4638,13,6,19,19,30.0,0.0,0,82,0,65,NE,23,103
4639,14,2,19,19,25.0,0.0,0,80,0,65,NE,20,103
4640,15,6,18,18,26.0,0.0,0,84,0,5,E,17,103
4641,16,2,18,18,23.0,0.0,0,100,0,5,E,18,103
4642,17,6,18,18,24.0,0.0,0,100,0,5,E,15,103
4643,18,8,17,17,22.0,0.0,0,100,0,5,E,16,103
4644,19,8,17,17,19.0,0.0,0,100,0,5,E,15,103
4645,20,2,17,17,18.0,0.0,0,100,0,5,E,13,103
4646,21,13,17,17,28.0,0.0,0,100,0,10,E,12,103
4647,22,2,20,20,46.0,0.0,0,95,0,10,E,19,103
4648,23,8,22,22,26.0,0.0,0,78,0,10,SE,30,103
4649,24,8,25,25,37.0,0.0,0,66,0,10,SE,10,103
4650,25,1,26,26,27.0,0.0,0,60,0,10,E,21,103
4651,26,1,27,28,29.0,0.0,0,58,0,10,NE,16,103
4652,27,9,29,30,38.0,0.1,0,56,0,65,N,18,103
4653,28,7,29,31,33.0,0.1,0,57,0,65,N,23,103
4654,29,7,30,32,23.0,0.1,0,54,0,65,NE,19,103
4655,30,7,30,30,38.0,0.1,0,42,0,65,E,12,103
4656,31,7,28,28,35.0,0.1,0,45,0,65,SE,14,103
4657,32,14,26,26,37.0,0.1,0,52,0,65,E,21,103
4658,33,6,24,24,15.0,0.0,0,64,0,10,SE,19,103
4659,34,1,23,23,19.0,0.0,0,66,0,10,E,10,103
4660,35,1,22,22,27.0,0.0,0,70,0,10,E,13,103
4661,36,6,21,21,25.0,0.0,0,73,0,10,E,18,103
4662,37,8,21,21,34.0,0.0,0,67,0,10,E,17,103
4663,38,6,20,20,34.0,0.0,0,75,0,10,SE,23,103
4664,39,4,19,19,35.0,0.0,0,70,0,5,SE,21,103
4665,40,2,19,19,20.0,0.0,0,75,0,5,SE,24,103
4666,41,1,18,18,21.0,0.0,0,76,0,5,E,12,103
4667,42,4,18,18,14.0,0.0,0,78,0,5,NE,15,103
4668,43,6,17,17,19.0,0.0,0,76,0,5,N,9,103
4669,44,2,17,17,15.0,0.0,0,83,0,5,NE,11,103
4670,1,1,23,23,20.0,0.0,0,66,0,75,SE,12,104
4671,2,1,24,24,21.0,0.0,0,61,0,75,SE,10,104
4672,3,8,25,25,30.0,0.0,0,52,0,80,SE,9,104
4673,4,3,24,24,35.0,0.1,0,54,0,80,S,16,104
4674,5,8,22,22,39.0,0.0,0,58,0,80,S,22,104
4675,6,2,24,24,30.0,0.0,0,50,0,80,S,26,104
4676,7,2,25,25,22.0,0.0,0,51,0,80,SE,19,104
4677,8,8,23,23,30.0,0.0,0,60,0,80,SE,12,104
4678,9,6,20,20,20.0,0.0,0,72,0,65,N,16,104
4679,10,7,19,19,26.0,0.1,0,81,0,65,N,14,104
4680,11,5,18,18,30.0,0.0,0,91,0,65,NE,17,104
4681,12,2,18,18,24.0,0.0,0,89,0,65,N,20,104
4682,13,5,18,18,22.0,0.0,0,88,0,65,N,17,104
4683,14,6,18,18,25.0,0.0,0,90,0,65,N,14,104
4684,15,2,17,17,27.0,0.0,0,88,0,20,E,18,104
4685,16,2,17,17,18.0,0.0,0,93,0,20,E,18,104
4686,17,6,17,17,21.0,0.0,0,99,0,20,E,12,104
4687,18,8,16,16,20.0,0.0,0,100,0,20,E,15,104
4688,19,2,16,16,20.0,0.0,0,100,0,20,E,12,104
4689,20,4,16,16,18.0,0.0,0,100,0,20,E,14,104
4690,21,8,16,16,30.0,0.0,0,100,0,25,E,12,104
4691,22,4,18,18,40.0,0.0,0,100,0,25,E,21,104
4692,23,8,20,20,24.0,0.0,0,90,0,25,SE,27,104
4693,24,2,23,23,24.0,0.0,0,78,0,25,S,14,104
4694,25,2,24,24,28.0,0.0,0,73,0,25,E,15,104
4695,26,1,25,25,25.0,0.0,0,67,0,25,E,19,104
4696,27,2,26,26,24.0,0.0,0,69,0,70,N,16,104
4697,28,9,27,29,21.0,0.1,0,67,0,70,N,15,104
4698,29,6,28,29,25.0,0.0,0,60,0,70,NE,11,104
4699,30,2,28,29,12.0,0.0,0,59,0,70,E,15,104
4700,31,2,26,26,18.0,0.0,0,65,0,70,NE,7,104
4701,32,5,23,23,19.0,0.0,0,78,0,70,E,13,104
4702,33,6,21,21,14.0,0.0,0,83,0,30,SE,9,104
4703,34,6,20,20,16.0,0.0,0,87,0,30,SE,7,104
4704,35,6,20,20,19.0,0.0,0,86,0,30,E,11,104
4705,36,4,19,19,21.0,0.0,0,89,0,30,E,13,104
4706,37,8,19,19,18.0,0.0,0,85,0,30,E,15,104
4707,38,4,18,18,21.0,0.0,0,85,0,30,E,13,104
4708,39,8,18,18,20.0,0.0,0,86,0,10,SE,11,104
4709,40,5,17,17,17.0,0.0,0,91,0,10,SE,14,104
4710,41,6,17,17,13.0,0.0,0,89,0,10,E,9,104
4711,42,6,16,16,12.0,0.0,0,94,0,10,NE,10,104
4712,43,4,16,16,12.0,0.0,0,95,0,10,NE,6,104
4713,44,4,16,16,10.0,0.0,0,94,0,10,NE,8,104
4714,1,4,23,23,23.0,0.0,0,64,0,75,E,6,105
4715,2,1,26,26,28.0,0.0,0,50,0,75,E,8,105
4716,3,1,24,24,35.0,0.0,0,50,0,75,S,12,105
4717,4,4,23,23,35.0,0.0,0,54,0,75,S,15,105
