,indice_fecha,indice_estado_cielo,temp._(°c),sen._térmica_(°c),racha_máx._(km/h),precipitación_(mm),nieve_(mm),humedad_relativa_(%),prob._de_nieve_(%),prob._de_tormenta_(%),dirección_viento,velocidad_del_viento,indice_municipio
426,29,7,28,28,14.0,0.1,0,42,0,60,O,4,10
427,30,1,29,29,9.0,0.0,0,42,0,60,O,6,10
428,31,1,28,28,20.0,0.0,0,46,0,60,O,1,10
429,32,1,26,26,17.0,0.0,0,49,0,60,E,12,10
430,33,5,25,25,8.0,0.0,0,56,0,20,NE,8,10
431,34,6,22,22,10.0,0.0,0,68,0,20,N,5,10
432,35,1,20,20,6.0,0.0,0,80,0,20,NO,7,10
433,36,6,20,20,7.0,0.0,0,80,0,20,NE,2,10
434,37,2,20,20,4.0,0.0,0,81,0,20,N,4,10
435,38,2,19,19,11.0,0.0,0,83,0,20,N,3,10
436,39,8,19,19,10.0,0.0,0,87,0,0,E,7,10
437,40,6,19,19,6.0,0.0,0,87,0,0,E,5,10
438,41,6,19,19,9.0,0.0,0,86,0,0,E,3,10
439,42,5,18,18,12.0,0.0,0,86,0,0,N,7,10
440,43,6,18,18,13.0,0.0,0,86,0,0,NO,8,10
441,44,1,17,17,10.0,0.0,0,85,0,0,NO,9,10
442,1,7,24,24,18.0,0.1,0,65,0,75,SE,8,11
443,2,7,25,25,20.0,0.1,0,59,0,75,SE,6,11
444,3,8,26,26,30.0,0.0,0,50,0,80,SE,7,11
445,4,3,25,25,34.0,0.1,0,50,0,80,S,15,11
446,5,4,24,24,35.0,0.0,0,54,0,80,SO,20,11
447,6,8,26,26,22.0,0.0,0,46,0,80,S,19,11
448,7,8,26,26,21.0,0.0,0,47,0,80,SE,12,11
449,8,8,24,24,13.0,0.0,0,53,0,80,SE,10,11
450,9,7,21,21,26.0,0.1,0,52,0,70,O,8,11
451,10,5,20,20,24.0,0.0,0,71,0,70,NE,15,11
452,11,5,19,19,24.0,0.0,0,84,0,70,NE,13,11
453,12,8,20,20,16.0,0.0,0,79,0,70,NE,14,11
454,13,6,19,19,19.0,0.0,0,82,0,70,NE,7,11
455,14,7,18,18,8.0,0.1,0,81,0,70,NE,8,11
456,15,6,18,18,12.0,0.0,0,85,0,10,NE,5,11
457,16,2,18,18,9.0,0.0,0,95,0,10,E,7,11
458,17,6,17,17,10.0,0.0,0,99,0,10,E,5,11
459,18,2,17,17,5.0,0.0,0,100,0,10,E,6,11
460,19,2,17,17,7.0,0.0,0,100,0,10,E,3,11
461,20,6,17,17,6.0,0.0,0,100,0,10,NE,4,11
462,21,1,17,17,10.0,0.0,0,100,0,20,NE,3,11
463,22,2,19,19,35.0,0.0,0,96,0,20,NE,6,11
464,23,8,21,21,41.0,0.0,0,83,0,20,E,21,11
465,24,1,23,23,28.0,0.0,0,71,0,20,SE,12,11
466,25,8,25,25,34.0,0.0,0,65,0,20,E,17,11
467,26,1,26,26,19.0,0.0,0,60,0,20,NE,15,11
468,27,2,28,29,21.0,0.0,0,53,0,70,E,7,11
469,28,8,29,29,26.0,0.0,0,47,0,70,E,9,11
470,29,7,30,30,18.0,0.3,0,42,0,70,E,9,11
471,30,6,29,30,32.0,0.0,0,51,0,70,N,10,11
472,31,2,27,27,30.0,0.0,0,49,0,70,SE,13,11
473,32,6,24,24,32.0,0.0,0,53,0,70,SE,17,11
474,33,5,22,22,9.0,0.0,0,66,0,30,SE,19,11
475,34,6,21,21,9.0,0.0,0,72,0,30,E,5,11
476,35,6,20,20,19.0,0.0,0,74,0,30,NE,4,11
477,36,6,21,21,19.0,0.0,0,71,0,30,E,11,11
478,37,2,20,20,12.0,0.0,0,64,0,30,E,8,11
479,38,6,19,19,17.0,0.0,0,69,0,30,E,6,11
480,39,8,19,19,29.0,0.0,0,77,0,10,SE,10,11
481,40,6,18,18,16.0,0.0,0,74,0,10,SE,16,11
482,41,6,18,18,6.0,0.0,0,72,0,10,NE,5,11
483,42,8,17,17,9.0,0.0,0,76,0,10,NE,4,11
484,43,1,17,17,9.0,0.0,0,77,0,10,NE,5,11
485,44,5,17,17,6.0,0.0,0,79,0,10,N,5,11
486,1,1,24,24,19.0,0.0,0,65,0,75,SE,11,12
487,2,1,25,25,19.0,0.0,0,60,0,75,SE,9,12
488,3,8,26,26,28.0,0.0,0,49,0,80,SE,7,12
489,4,8,25,25,38.0,0.0,0,51,0,80,S,13,12
490,5,2,23,23,41.0,0.0,0,55,0,80,S,23,12
491,6,1,24,24,30.0,0.0,0,49,0,80,S,25,12
492,7,6,26,26,31.0,0.0,0,46,0,80,S,17,12
493,8,3,23,23,24.0,0.1,0,51,0,80,S,16,12
494,9,9,21,21,17.0,0.2,0,71,0,65,N,13,12
495,10,9,19,19,25.0,0.1,0,83,0,65,NE,10,12
496,11,7,18,18,34.0,0.3,0,93,0,65,N,14,12
497,12,5,18,18,33.0,0.0,0,94,0,65,NE,21,12
498,13,5,18,18,35.0,0.0,0,94,0,65,NE,22,12
499,14,6,18,18,34.0,0.0,0,92,0,65,E,23,12
500,15,2,17,17,18.0,0.0,0,89,0,15,E,22,12
501,16,2,17,17,20.0,0.0,0,95,0,15,N,11,12
502,17,5,17,17,15.0,0.0,0,98,0,15,NE,11,12
503,18,6,16,16,15.0,0.0,0,100,0,15,E,9,12
504,19,2,16,16,17.0,0.0,0,100,0,15,E,7,12
505,20,2,16,16,15.0,0.0,0,100,0,15,N,11,12
506,21,13,16,16,12.0,0.0,0,100,0,25,E,9,12
507,22,8,18,18,32.0,0.0,0,100,0,25,E,8,12
508,23,8,21,21,55.0,0.0,0,88,0,25,SE,20,12
509,24,8,23,23,47.0,0.0,0,77,0,25,SE,37,12
510,25,1,24,24,22.0,0.0,0,67,0,25,E,23,12
511,26,4,25,25,26.0,0.0,0,66,0,25,NO,14,12
512,27,1,27,28,27.0,0.0,0,60,0,65,N,15,12
513,28,2,27,28,22.0,0.0,0,64,0,65,N,16,12
514,29,7,28,29,25.0,0.1,0,57,0,65,NE,11,12
515,30,8,29,31,13.0,0.0,0,58,0,65,E,13,12
516,31,5,26,26,16.0,0.0,0,62,0,65,NE,7,12
517,32,5,24,24,12.0,0.0,0,76,0,65,E,10,12
518,33,5,22,22,15.0,0.0,0,92,0,25,NE,5,12
519,34,1,21,21,12.0,0.0,0,85,0,25,SE,9,12
520,35,6,20,20,23.0,0.0,0,88,0,25,E,8,12
521,36,8,19,19,29.0,0.0,0,90,0,25,E,15,12
522,37,8,19,19,29.0,0.0,0,82,0,25,E,19,12
523,38,4,19,19,26.0,0.0,0,83,0,25,E,17,12
524,39,4,18,18,37.0,0.0,0,87,0,10,SE,17,12
525,40,5,17,17,22.0,0.0,0,85,0,10,SE,20,12
526,41,6,17,17,15.0,0.0,0,86,0,10,E,13,12
527,42,5,16,16,16.0,0.0,0,97,0,10,N,10,12
528,43,5,16,16,13.0,0.0,0,98,0,10,E,4,12
529,44,2,15,15,13.0,0.0,0,95,0,10,NE,8,12
530,1,7,25,25,19.0,0.1,0,51,0,70,E,8,13
531,2,3,26,26,19.0,0.1,0,46,0,70,E,6,13
532,3,9,27,27,19.0,0.1,0,42,0,70,E,6,13
533,4,17,28,28,34.0,0.1,0,39,0,70,S,10,13
534,5,7,29,29,36.0,0.1,0,36,0,70,SE,20,13
535,6,9,29,29,36.0,0.1,0,34,0,70,S,19,13
536,7,14,27,27,29.0,0.1,0,38,0,70,S,18,13
537,8,7,25,25,36.0,0.1,0,43,0,70,O,12,13
538,9,7,24,24,24.0,0.1,0,65,0,70,N,23,13
539,10,7,21,21,26.0,0.1,0,72,0,70,NE,14,13
540,11,7,18,18,24.0,0.1,0,91,0,70,N,17,13
541,12,7,19,19,19.0,0.1,0,90,0,70,N,14,13
542,13,7,18,18,12.0,0.1,0,94,0,70,NE,13,13
543,14,15,18,18,9.0,0.1,0,89,0,70,NE,8,13
544,15,8,18,18,14.0,0.0,0,88,0,5,N,6,13
545,16,6,18,18,20.0,0.0,0,88,0,5,E,9,13
546,17,5,18,18,14.0,0.0,0,98,0,5,N,14,13
547,18,6,17,17,9.0,0.0,0,100,0,5,N,9,13
548,19,8,17,17,9.0,0.0,0,100,0,5,NE,6,13
549,20,2,18,18,12.0,0.0,0,98,0,5,NE,6,13
550,21,6,18,18,9.0,0.0,0,100,0,10,N,8,13
551,22,4,20,20,41.0,0.0,0,90,0,10,SE,5,13
552,23,8,23,23,30.0,0.0,0,76,0,10,SE,26,13
553,24,2,25,25,35.0,0.0,0,71,0,10,SE,17,13
554,25,6,27,29,27.0,0.0,0,66,0,10,NE,14,13
555,26,6,28,30,39.0,0.0,0,66,0,10,N,16,13
556,27,6,29,31,40.0,0.0,0,60,0,60,NE,22,13
557,28,14,30,32,34.0,0.1,0,53,0,60,N,25,13
558,29,6,31,33,26.0,0.0,0,52,0,60,N,20,13
559,30,4,30,32,18.0,0.0,0,58,0,60,N,12,13
560,31,5,29,29,32.0,0.0,0,48,0,60,E,10,13
561,32,8,28,29,28.0,0.0,0,56,0,60,SE,21,13
562,33,5,27,28,7.0,0.0,0,60,0,10,E,16,13
563,34,1,25,25,15.0,0.0,0,70,0,10,NE,5,13
564,35,1,23,23,11.0,0.0,0,79,0,10,NE,7,13
565,36,4,21,21,10.0,0.0,0,89,0,10,NE,8,13
566,37,6,20,20,15.0,0.0,0,88,0,10,NE,6,13
567,38,8,20,20,39.0,0.0,0,82,0,10,E,9,13
568,39,13,20,20,52.0,0.0,0,79,0,0,SE,26,13
569,40,8,19,19,35.0,0.0,0,84,0,0,SE,34,13
570,41,8,18,18,25.0,0.0,0,92,0,0,E,24,13
571,42,2,18,18,19.0,0.0,0,98,0,0,NE,6,13
572,43,6,18,18,9.0,0.0,0,96,0,0,N,10,13
573,44,5,18,18,9.0,0.0,0,95,0,0,N,7,13
574,1,7,25,25,19.0,0.1,0,56,0,75,E,10,14
575,2,7,27,27,19.0,0.1,0,49,0,75,E,8,14
576,3,8,27,27,23.0,0.0,0,47,0,75,SE,6,14
577,4,2,26,26,33.0,0.0,0,46,0,75,S,12,14
578,5,6,28,28,39.0,0.0,0,40,0,75,SE,20,14
579,6,2,27,27,32.0,0.0,0,41,0,75,S,22,14
580,7,8,25,25,32.0,0.0,0,42,0,75,S,17,14
581,8,3,24,24,21.0,0.1,0,44,0,75,S,19,14
582,9,7,22,22,25.0,1.0,0,58,0,70,NE,6,14
583,10,5,21,21,37.0,0.0,0,86,0,70,NE,13,14
584,11,6,20,20,32.0,0.0,0,91,0,70,NE,24,14
585,12,8,19,19,25.0,0.0,0,87,0,70,N,13,14
586,13,5,18,18,30.0,0.0,0,92,0,70,NE,13,14
587,14,2,18,18,20.0,0.0,0,86,0,70,NE,18,14
588,15,2,17,17,13.0,0.0,0,88,0,10,E,13,14
589,16,2,17,17,10.0,0.0,0,100,0,10,N,9,14
590,17,2,17,17,12.0,0.0,0,100,0,10,E,6,14
591,18,6,17,17,19.0,0.0,0,100,0,10,E,8,14
592,19,4,17,17,8.0,0.0,0,100,0,10,SE,11,14
593,20,6,17,17,9.0,0.0,0,100,0,10,NE,5,14
594,21,8,17,17,23.0,0.0,0,100,0,15,E,5,14
595,22,8,19,19,34.0,0.0,0,98,0,15,E,15,14
596,23,8,22,22,46.0,0.0,0,81,0,15,SE,19,14
597,24,2,24,24,37.0,0.0,0,73,0,15,SE,31,14
598,25,8,25,25,30.0,0.0,0,66,0,15,E,21,14
599,26,1,27,28,34.0,0.0,0,63,0,15,N,18,14
600,27,1,28,29,32.0,0.0,0,53,0,60,N,20,14
601,28,7,29,31,29.0,0.1,0,58,0,60,N,19,14
602,29,5,29,30,26.0,0.0,0,54,0,60,NE,18,14
603,30,8,30,32,21.0,0.0,0,56,0,60,E,15,14
604,31,5,28,29,21.0,0.0,0,57,0,60,NE,13,14
605,32,6,26,26,25.0,0.0,0,59,0,60,SE,13,14
606,33,5,24,24,10.0,0.0,0,66,0,15,SE,15,14
607,34,1,23,23,13.0,0.0,0,75,0,15,E,8,14
608,35,1,22,22,17.0,0.0,0,77,0,15,E,10,14
609,36,2,20,20,6.0,0.0,0,84,0,15,E,11,14
610,37,2,20,20,25.0,0.0,0,84,0,15,NE,4,14
611,38,8,20,20,43.0,0.0,0,80,0,15,SE,16,14
612,39,6,19,19,42.0,0.0,0,78,0,5,SE,28,14
613,40,2,19,19,31.0,0.0,0,77,0,5,SE,27,14
614,41,6,18,18,16.0,0.0,0,82,0,5,SE,12,14
615,42,2,17,17,7.0,0.0,0,87,0,5,NE,9,14
616,43,5,17,17,13.0,0.0,0,92,0,5,NE,5,14
617,44,6,17,17,14.0,0.0,0,91,0,5,E,8,14
618,1,7,25,25,18.0,0.1,0,56,0,65,E,8,15
619,2,7,26,26,16.0,0.1,0,50,0,65,E,6,15
620,3,2,27,27,18.0,0.0,0,43,0,65,S,7,15
621,4,8,28,28,17.0,0.0,0,41,0,65,SE,8,15
622,5,6,28,28,42.0,0.0,0,39,0,65,SE,8,15
623,6,9,29,29,58.0,0.9,0,40,0,65,SE,19,15
624,7,7,26,26,20.0,1.0,0,69,0,65,O,27,15
625,8,2,24,24,20.0,0.0,0,74,0,65,E,9,15
626,9,2,21,21,13.0,0.0,0,89,0,70,N,11,15
627,10,7,20,20,18.0,0.1,0,80,0,70,NE,7,15
628,11,6,18,18,26.0,0.0,0,97,0,70,N,12,15
629,12,2,19,19,25.0,0.0,0,81,0,70,NE,17,15
630,13,2,19,19,15.0,0.0,0,85,0,70,NE,14,15
631,14,4,19,19,16.0,0.0,0,92,0,70,NE,10,15
632,15,2,18,18,25.0,0.0,0,95,0,10,N,11,15
633,16,2,18,18,26.0,0.0,0,90,0,10,NE,17,15
634,17,4,18,18,27.0,0.0,0,90,0,10,NE,17,15
635,18,6,18,18,25.0,0.0,0,90,0,10,NE,18,15
636,19,4,18,18,27.0,0.0,0,92,0,10,NE,17,15
637,20,6,18,18,25.0,0.0,0,93,0,10,NE,18,15
638,21,4,18,18,21.0,0.0,0,97,0,10,NE,16,15
639,22,8,20,20,24.0,0.0,0,89,0,10,NE,14,15
640,23,8,22,22,26.0,0.0,0,81,0,10,E,15,15
641,24,8,24,24,42.0,0.0,0,78,0,10,SE,14,15
642,25,13,25,25,34.0,0.0,0,67,0,10,E,28,15
643,26,1,27,28,31.0,0.0,0,63,0,10,N,22,15
644,27,7,28,29,34.0,0.1,0,55,0,55,NE,18,15
645,28,7,29,30,29.0,0.1,0,51,0,55,NE,21,15
646,29,7,30,30,23.0,0.1,0,45,0,55,NE,17,15
647,30,7,30,30,23.0,0.1,0,45,0,55,NE,14,15
648,31,7,29,30,21.0,0.1,0,51,0,55,NE,14,15
649,32,7,28,29,17.0,0.1,0,58,0,55,NE,13,15
650,33,2,27,29,14.0,0.0,0,66,0,10,NE,11,15
651,34,1,25,25,20.0,0.0,0,75,0,10,NE,7,15
652,35,1,23,23,17.0,0.0,0,80,0,10,NE,13,15
653,36,6,21,21,15.0,0.0,0,88,0,10,NE,10,15
654,37,6,21,21,17.0,0.0,0,91,0,10,NE,10,15
655,38,8,21,21,12.0,0.0,0,87,0,10,E,11,15
656,39,6,20,20,20.0,0.0,0,83,0,5,E,8,15
657,40,4,20,20,14.0,0.0,0,82,0,5,E,13,15
658,41,2,19,19,20.0,0.0,0,82,0,5,NE,8,15
659,42,2,19,19,13.0,0.0,0,84,0,5,NE,12,15
660,43,6,18,18,9.0,0.0,0,85,0,5,NE,9,15
661,44,1,18,18,9.0,0.0,0,86,0,5,NE,6,15
662,1,8,22,22,20.0,0.0,0,75,0,75,SE,6,16
663,2,1,24,24,25.0,0.0,0,66,0,75,SE,7,16
664,3,4,26,26,27.0,0.0,0,58,0,80,SE,9,16
665,4,1,25,25,24.0,0.0,0,60,0,80,S,10,16
666,5,1,23,23,12.0,0.0,0,63,0,80,S,9,16
667,6,3,22,22,47.0,0.1,0,68,0,80,S,4,16
668,7,3,22,22,12.0,0.2,0,78,0,80,S,21,16
669,8,11,21,21,22.0,0.2,0,64,0,80,SE,2,16
670,9,5,21,21,17.0,0.0,0,69,0,60,NE,6,16
671,10,1,20,20,14.0,0.0,0,59,0,60,NE,8,16
672,11,1,19,19,11.0,0.0,0,62,0,60,NE,7,16
673,12,2,18,18,9.0,0.0,0,70,0,60,NE,4,16
674,13,14,17,17,19.0,0.4,0,77,0,60,S,4,16
675,14,9,17,17,17.0,1.0,0,95,0,60,NO,9,16
676,15,2,16,16,16.0,0.0,0,100,0,10,N,6,16
677,16,4,16,16,16.0,0.0,0,100,0,10,NE,7,16
678,17,6,16,16,9.0,0.0,0,100,0,10,NO,6,16
679,18,4,15,15,9.0,0.0,0,97,0,10,N,4,16
680,19,8,15,15,7.0,0.0,0,100,0,10,N,4,16
681,20,6,15,15,10.0,0.0,0,100,0,10,NO,2,16
682,21,5,14,14,6.0,0.0,0,100,0,45,NO,4,16
683,22,6,17,17,16.0,0.0,0,100,0,45,NO,3,16
684,23,8,19,19,28.0,0.0,0,88,0,45,SE,6,16
685,24,8,22,22,37.0,0.0,0,75,0,45,SE,11,16
686,25,8,24,24,24.0,0.0,0,70,0,45,SE,17,16
687,26,8,25,25,32.0,0.0,0,58,0,45,O,8,16
688,27,1,27,27,12.0,0.0,0,48,0,55,N,11,16
689,28,7,27,27,14.0,0.1,0,44,0,55,NO,3,16
690,29,7,28,28,19.0,0.1,0,36,0,55,O,3,16
691,30,1,28,28,20.0,0.0,0,35,0,55,S,5,16
692,31,6,27,27,19.0,0.0,0,42,0,55,S,7,16
693,32,6,25,25,12.0,0.0,0,54,0,55,SE,7,16
694,33,1,23,23,6.0,0.0,0,61,0,35,SE,4,16
695,34,6,22,22,10.0,0.0,0,72,0,35,NE,2,16
696,35,5,20,20,14.0,0.0,0,77,0,35,NE,5,16
697,36,2,19,19,9.0,0.0,0,82,0,35,E,7,16
698,37,2,18,18,10.0,0.0,0,87,0,35,E,4,16
699,38,6,17,17,11.0,0.0,0,93,0,35,SE,4,16
700,39,6,18,18,12.0,0.0,0,84,0,0,E,5,16
701,40,6,17,17,15.0,0.0,0,80,0,0,E,6,16
702,41,6,16,16,11.0,0.0,0,85,0,0,E,6,16
703,42,5,16,16,10.0,0.0,0,91,0,0,NE,5,16
704,43,5,16,16,10.0,0.0,0,88,0,0,N,5,16
705,44,1,14,14,10.0,0.0,0,99,0,0,N,5,16
706,1,14,25,25,15.0,0.1,0,54,0,65,E,8,17
707,2,7,26,26,16.0,0.1,0,49,0,65,E,5,17
708,3,4,27,27,18.0,0.0,0,43,0,65,SE,7,17
709,4,8,28,28,25.0,0.0,0,41,0,65,SE,8,17
710,5,6,28,28,22.0,0.0,0,39,0,65,S,13,17
711,6,8,29,29,40.0,0.0,0,41,0,65,E,10,17
712,7,14,27,27,28.0,0.2,0,50,0,65,NO,24,17
713,8,2,24,24,22.0,0.0,0,65,0,65,E,15,17
714,9,7,22,22,25.0,0.1,0,70,0,65,E,14,17
715,10,6,20,20,29.0,0.0,0,73,0,65,NE,17,17
716,11,6,19,19,28.0,0.0,0,73,0,65,N,18,17
717,12,2,19,19,34.0,0.0,0,81,0,65,NE,18,17
718,13,4,19,19,35.0,0.0,0,93,0,65,E,24,17
719,14,7,18,18,38.0,0.1,0,92,0,65,E,25,17
720,15,4,18,18,25.0,0.0,0,89,0,5,NE,25,17
721,16,8,18,18,34.0,0.0,0,91,0,5,NE,16,17
722,17,2,18,18,35.0,0.0,0,89,0,5,NE,23,17
723,18,5,18,18,30.0,0.0,0,93,0,5,NE,23,17
724,19,4,18,18,27.0,0.0,0,98,0,5,NE,20,17
725,20,4,18,18,27.0,0.0,0,99,0,5,NE,18,17
726,21,2,17,17,25.0,0.0,0,100,0,10,NE,19,17
727,22,8,20,20,29.0,0.0,0,92,0,10,NE,17,17
728,23,8,22,22,42.0,0.0,0,83,0,10,E,19,17
729,24,8,24,24,34.0,0.0,0,73,0,10,SE,28,17
730,25,1,25,25,25.0,0.0,0,67,0,10,E,25,17
731,26,1,27,29,30.0,0.0,0,66,0,10,NE,16,17
732,27,8,28,29,36.0,0.0,0,59,0,50,NE,17,17
733,28,6,29,30,33.0,0.0,0,56,0,50,NE,24,17
734,29,7,30,31,27.0,0.1,0,50,0,50,NE,22,17
735,30,6,31,33,19.0,0.0,0,50,0,50,E,18,17
736,31,5,29,30,17.0,0.0,0,56,0,50,E,11,17
737,32,1,28,30,17.0,0.0,0,62,0,50,NE,11,17
738,33,4,27,28,26.0,0.0,0,65,0,10,E,12,17
739,34,1,25,25,22.0,0.0,0,65,0,10,E,13,17
740,35,1,23,23,18.0,0.0,0,71,0,10,E,15,17
741,36,6,22,22,24.0,0.0,0,79,0,10,E,12,17
742,37,6,21,21,30.0,0.0,0,80,0,10,E,17,17
743,38,8,21,21,30.0,0.0,0,78,0,10,E,21,17
744,39,6,20,20,39.0,0.0,0,73,0,0,E,21,17
745,40,2,20,20,27.0,0.0,0,76,0,0,E,24,17
746,41,2,19,19,14.0,0.0,0,76,0,0,E,19,17
747,42,2,19,19,14.0,0.0,0,80,0,0,NE,7,17
748,43,5,18,18,12.0,0.0,0,82,0,0,NE,8,17
749,44,1,18,18,9.0,0.0,0,81,0,0,E,9,17
750,1,1,23,23,28.0,0.0,0,68,0,70,E,12,18
751,2,2,25,25,23.0,0.0,0,58,0,70,E,13,18
752,3,8,24,24,28.0,0.0,0,57,0,70,SE,10,18
753,4,8,22,22,25.0,0.0,0,65,0,70,SE,14,18
754,5,8,25,25,30.0,0.0,0,50,0,70,S,12,18
755,6,8,24,24,41.0,0.0,0,49,0,70,S,14,18
756,7,1,25,25,29.0,0.0,0,48,0,70,S,23,18
757,8,7,19,19,12.0,0.1,0,54,0,70,E,6,18
758,9,1,19,19,14.0,0.0,0,51,0,65,NE,6,18
759,10,17,19,19,13.0,0.1,0,65,0,65,NE,4,18
760,11,6,18,18,11.0,0.0,0,67,0,65,NE,5,18
761,12,7,17,17,16.0,0.1,0,73,0,65,NE,7,18
762,13,2,17,17,20.0,0.0,0,76,0,65,E,10,18
763,14,5,16,16,14.0,0.0,0,79,0,65,E,10,18
764,15,1,16,16,14.0,0.0,0,83,0,20,NE,6,18
765,16,1,16,16,15.0,0.0,0,78,0,20,E,8,18
766,17,2,16,16,21.0,0.0,0,82,0,20,E,9,18
767,18,4,17,17,23.0,0.0,0,82,0,20,E,12,18
768,19,6,16,16,25.0,0.0,0,91,0,20,E,12,18
769,20,5,16,16,24.0,0.0,0,100,0,20,E,14,18
770,21,5,17,17,18.0,0.0,0,100,0,55,E,13,18
771,22,6,18,18,30.0,0.0,0,91,0,55,E,10,18
772,23,8,20,20,27.0,0.0,0,81,0,55,E,15,18
773,24,9,22,22,24.0,0.1,0,73,0,55,E,14,18
774,25,10,23,23,37.0,12.0,0,72,0,55,E,13,18
775,26,18,24,24,16.0,2.0,0,57,0,55,NE,19,18
776,27,1,26,26,20.0,0.0,0,49,0,65,N,6,18
777,28,1,26,26,13.0,0.0,0,47,0,65,NE,9,18
778,29,1,27,27,11.0,0.0,0,43,0,65,NE,2,18
779,30,7,27,27,21.0,0.1,0,44,0,65,N,1,18
780,31,1,26,26,23.0,0.0,0,49,0,65,E,10,18
781,32,1,24,24,17.0,0.0,0,49,0,65,E,11,18
782,33,6,23,23,14.0,0.0,0,57,0,20,NE,8,18
783,34,6,22,22,14.0,0.0,0,67,0,20,NE,8,18
784,35,6,20,20,14.0,0.0,0,74,0,20,NE,8,18
785,36,6,18,18,13.0,0.0,0,85,0,20,NE,8,18
786,37,2,18,18,14.0,0.0,0,86,0,20,NE,8,18
787,38,4,17,17,16.0,0.0,0,88,0,20,NE,8,18
788,39,2,17,17,15.0,0.0,0,90,0,0,E,9,18
789,40,6,17,17,24.0,0.0,0,90,0,0,E,8,18
790,41,6,16,16,18.0,0.0,0,89,0,0,E,14,18
791,42,5,16,16,10.0,0.0,0,91,0,0,NE,10,18
792,43,6,16,16,6.0,0.0,0,87,0,0,N,6,18
793,44,1,16,16,8.0,0.0,0,82,0,0,N,4,18
794,1,7,24,24,21.0,0.1,0,61,0,75,E,11,19
795,2,7,25,25,24.0,0.1,0,54,0,75,E,10,19
796,3,8,27,27,34.0,0.0,0,47,0,75,SE,11,19
797,4,3,27,27,33.0,0.1,0,43,0,75,S,20,19
798,5,1,27,27,35.0,0.0,0,45,0,75,S,21,19
799,6,6,27,27,33.0,0.0,0,45,0,75,S,22,19
800,7,1,25,25,32.0,0.0,0,47,0,75,S,19,19
801,8,6,23,23,43.0,0.0,0,49,0,75,S,19,19
802,9,7,21,21,23.0,0.1,0,68,0,65,NO,23,19
803,10,5,20,20,24.0,0.0,0,73,0,65,N,16,19
804,11,5,19,19,31.0,0.0,0,79,0,65,NE,17,19
805,12,6,18,18,28.0,0.0,0,86,0,65,NE,21,19
806,13,14,18,18,22.0,0.1,0,85,0,65,NE,19,19
807,14,2,18,18,24.0,0.0,0,84,0,65,NE,15,19
808,15,4,17,17,31.0,0.0,0,86,0,0,E,17,19
809,16,6,17,17,30.0,0.0,0,100,0,0,SE,21,19
810,17,6,17,17,27.0,0.0,0,100,0,0,SE,21,19
811,18,4,17,17,23.0,0.0,0,100,0,0,SE,18,19
812,19,8,17,17,25.0,0.0,0,100,0,0,SE,16,19
813,20,6,17,17,24.0,0.0,0,100,0,0,SE,17,19
814,21,6,17,17,27.0,0.0,0,100,0,10,SE,17,19
815,22,4,19,19,46.0,0.0,0,96,0,10,E,19,19
816,23,2,21,21,48.0,0.0,0,79,0,10,SE,31,19
817,24,13,24,24,39.0,0.0,0,68,0,10,SE,28,19
818,25,6,25,25,31.0,0.0,0,62,0,10,E,26,19
819,26,4,27,28,25.0,0.0,0,54,0,10,E,18,19
820,27,17,28,28,38.0,0.1,0,48,0,70,E,13,19
821,28,8,28,28,24.0,0.0,0,43,0,70,E,17,19
822,29,7,29,29,34.0,0.1,0,43,0,70,E,13,19
823,30,2,29,29,32.0,0.0,0,42,0,70,SE,20,19
824,31,6,27,27,39.0,0.0,0,46,0,70,E,19,19
825,32,8,25,25,29.0,0.0,0,57,0,70,SE,25,19
826,33,6,23,23,25.0,0.0,0,69,0,10,E,15,19
827,34,6,22,22,21.0,0.0,0,73,0,10,E,16,19
828,35,1,21,21,29.0,0.0,0,77,0,10,E,15,19
829,36,8,20,20,26.0,0.0,0,77,0,10,E,20,19
830,37,2,20,20,39.0,0.0,0,74,0,10,SE,18,19
831,38,1,19,19,43.0,0.0,0,78,0,10,SE,27,19
832,39,8,19,19,47.0,0.0,0,76,0,5,SE,30,19
833,40,8,19,19,28.0,0.0,0,82,0,5,SE,25,19
834,41,8,18,18,16.0,0.0,0,86,0,5,SE,15,19
835,42,8,18,18,14.0,0.0,0,92,0,5,E,9,19
836,43,6,17,17,13.0,0.0,0,95,0,5,N,8,19
837,44,6,17,17,10.0,0.0,0,92,0,5,N,4,19
838,1,3,22,22,13.0,0.1,0,78,0,70,SE,5,20
839,2,7,24,24,19.0,0.1,0,71,0,70,SE,4,20
840,3,1,26,26,20.0,0.0,0,65,0,75,SE,7,20
841,4,1,24,24,16.0,0.0,0,66,0,75,S,7,20
842,5,1,22,22,16.0,0.0,0,65,0,75,SO,8,20
843,6,11,23,23,56.0,0.4,0,62,0,75,SO,6,20
844,7,2,22,22,33.0,0.0,0,73,0,75,SE,5,20
845,8,3,21,21,19.0,0.9,0,60,0,75,SO,18,20
846,9,5,20,20,17.0,0.0,0,74,0,65,NE,7,20
847,10,9,19,19,19.0,0.1,0,72,0,65,N,7,20
848,11,1,18,18,17.0,0.0,0,77,0,65,N,9,20
849,12,2,18,18,20.0,0.0,0,74,0,65,N,9,20
850,13,6,18,18,25.0,0.0,0,82,0,65,NE,11,20
851,14,8,17,17,36.0,0.0,0,86,0,65,N,13,20
852,15,13,16,16,29.0,0.0,0,97,0,20,N,15,20
